OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ProjectName,ActivityConductingOrganizationText,MonitoringLocationIdentifier,MonitoringLocationName,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultIdentifier,ResultDetectionConditionText,MethodSpeciationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,DataQuality/PrecisionValue,DataQuality/BiasValue,DataQuality/ConfidenceIntervalValue,DataQuality/UpperConfidenceLimitValue,DataQuality/LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,BinaryObjectFileName,BinaryObjectFileTypeCode,ResultFileUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LabSamplePreparationUrl,LastUpdated,ProviderName
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2508399,Sample-Routine,Water,,2022-08-17,09:17:00,EST,,,EST,,,,,,,,,SPRINGCREEK,Spring Creek Evaluation and Assessment Project 2021,,21PA_WQX-SC7,SPRING CREEK UPSTREAM OF CEDAR RUN,,,,,40.7928000000,-77.7983000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962390561,Present Below Quantification Limit,,Lead,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,01051H,21PA_WQX,Lead,,,,2022-08-17,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21PA_WQX/activities/21PA_WQX-2508399/results/962390561/resdetectqntlmts,Lower Reporting Limit,1.00,ug/L,,2023-01-04T14:12:41,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2483752,Sample-Routine,Water,,2022-04-13,11:08:00,EST,,,EST,,,,,,,,,SPRINGCREEK,Spring Creek Evaluation and Assessment Project 2021,,21PA_WQX-SC1,SC1 - Spring Creek Houserville USGS gage upstream UAJA,,,,,40.8339000000,-77.8272000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962334640,Present Below Quantification Limit,,Nickel,Dissolved,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,01065A,21PA_WQX,Nickel,,,,2022-04-13,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21PA_WQX/activities/21PA_WQX-2483752/results/962334640/resdetectqntlmts,Lower Reporting Limit,50.0,ug/L,,2023-01-04T14:04:16,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2476174,Sample-Routine,Water,,2022-03-21,09:23:00,EST,,,EST,,,,,,,,,SPRINGCREEK,Spring Creek Evaluation and Assessment Project 2021,,21PA_WQX-LB1,LB1 Logan Branch downstream of hatchery,,,,,40.8917000000,-77.7642000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962302956,Present Below Quantification Limit,,Iron,Dissolved,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,01046A,21PA_WQX,Iron,,,,2022-03-21,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21PA_WQX/activities/21PA_WQX-2476174/results/962302956/resdetectqntlmts,Lower Reporting Limit,100.,ug/L,,2023-01-04T13:58:53,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2508400,Sample-Routine,Water,,2022-08-17,10:16:00,EST,,,EST,,,,,,,,,SPRINGCREEK,Spring Creek Evaluation and Assessment Project 2021,,21PA_WQX-SC1,SC1 - Spring Creek Houserville USGS gage upstream UAJA,,,,,40.8339000000,-77.8272000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962465528,,,Barium,Total,42.00,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,01007A,21PA_WQX,Barium,,,,2022-08-17,,,,,,,2023-01-04T14:26:52,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2470972,Sample-Routine,Water,,2022-02-07,11:54:00,EST,,,EST,,,,,,,,,SPRINGCREEK,Spring Creek Evaluation and Assessment Project 2021,,21PA_WQX-SC7,SPRING CREEK UPSTREAM OF CEDAR RUN,,,,,40.7928000000,-77.7983000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962369777,Present Below Quantification Limit,,Lithium,Dissolved,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,01130A,21PA_WQX,Lithium,,,,2022-02-07,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21PA_WQX/activities/21PA_WQX-2470972/results/962369777/resdetectqntlmts,Lower Reporting Limit,25.0,ug/L,,2023-01-04T14:09:38,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2471379,Sample-Routine,Water,,2022-02-08,09:53:00,EST,,,EST,,,,,,,,,SPRINGCREEK,Spring Creek Evaluation and Assessment Project 2021,,21PA_WQX-SC4,SC4 Spring Creek USGS gage downstream of fish hatchery,,,,,40.8894000000,-77.7939000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962357509,,,pH,,8.1,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,00403,21PA_WQX,Ph,,,,2022-02-08,,,,,,,2023-01-04T14:07:34,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2515268,Sample-Routine,Water,,2022-09-27,08:53:00,EST,,,EST,,,,,,,,,SPRINGCREEK,Spring Creek Evaluation and Assessment Project 2021,,21PA_WQX-SCPUD,Spring Creek Puddintown Road discrete location,,,,,40.8206000000,-77.8322000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962375971,Present Below Quantification Limit,,Iron,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,01045A,21PA_WQX,Iron,,,,2022-09-27,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21PA_WQX/activities/21PA_WQX-2515268/results/962375971/resdetectqntlmts,Lower Reporting Limit,100.0,ug/L,,2023-01-04T14:10:36,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2514222,Sample-Routine,Water,,2022-09-21,07:15:00,EST,,,EST,,,,,,,,,SPRINGCREEK,Spring Creek Evaluation and Assessment Project 2021,,21PA_WQX-SC4,SC4 Spring Creek USGS gage downstream of fish hatchery,,,,,40.8894000000,-77.7939000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962454424,,as P,Phosphorus,Total,0.048,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,00665A,21PA_WQX,Phosphorous,,,,2022-09-21,,,,,,,2023-01-04T14:24:09,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2491904,Quality Control Sample-Field Replicate,Water,,2022-05-17,09:50:00,EST,,,EST,,,,,,,,,SPRINGCREEK,Spring Creek Evaluation and Assessment Project 2021,,21PA_WQX-SC7,SPRING CREEK UPSTREAM OF CEDAR RUN,,,,,40.7928000000,-77.7983000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962378433,,,Chloride,Total,18.71,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,00940,21PA_WQX,Chloride,,,,2022-05-17,,,,,,,2023-01-04T14:10:59,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2489215,Sample-Routine,Water,,2022-04-14,12:00:00,EST,,,EST,,,,,,,,,WQN,PA Surface Water Quality Monitoring Network,,21PA_WQX-WQN0415,SPRING CREEK,,,,,40.8900000000,-77.7942000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962352818,,,Dissolved oxygen (DO),,11.12,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,F00300,21PA_WQX,Oxygen,,,,2022-04-14,,,,,,,2023-01-04T14:07:00,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2515272,Sample-Routine,Water,,2022-09-27,10:12:00,EST,,,EST,,,,,,,,,SPRINGCREEK,Spring Creek Evaluation and Assessment Project 2021,,21PA_WQX-SCUPLB,Spring Creek Upstream Logan Branch discrete location,,,,,40.9092000000,-77.7853000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962483680,Present Below Quantification Limit,,Lithium,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,01132A,21PA_WQX,Lithium,,,,2022-09-27,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21PA_WQX/activities/21PA_WQX-2515272/results/962483680/resdetectqntlmts,Lower Reporting Limit,25.0,ug/L,,2023-01-04T14:34:49,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2468612,Sample-Routine,Water,,2022-01-13,10:30:00,EST,,,EST,,,,,,,,,SPRINGCREEK,Spring Creek Evaluation and Assessment Project 2021,,21PA_WQX-SC4,SC4 Spring Creek USGS gage downstream of fish hatchery,,,,,40.8894000000,-77.7939000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962312172,,as P,Orthophosphate,Dissolved,0.044,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,00671A,21PA_WQX,Phosphorous,,,,2022-01-13,,,,,,,2023-01-04T14:00:23,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2483752,Sample-Routine,Water,,2022-04-13,11:08:00,EST,,,EST,,,,,,,,,SPRINGCREEK,Spring Creek Evaluation and Assessment Project 2021,,21PA_WQX-SC1,SC1 - Spring Creek Houserville USGS gage upstream UAJA,,,,,40.8339000000,-77.8272000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962334599,Present Below Quantification Limit,,Nickel,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,01067A,21PA_WQX,Nickel,,,,2022-04-13,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21PA_WQX/activities/21PA_WQX-2483752/results/962334599/resdetectqntlmts,Lower Reporting Limit,50.0,ug/L,,2023-01-04T14:04:15,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2468536,Sample-Routine,Water,,2022-01-12,10:45:00,EST,,,EST,,,,,,,,,SPRINGCREEK,Spring Creek Evaluation and Assessment Project 2021,,21PA_WQX-LB1,LB1 Logan Branch downstream of hatchery,,,,,40.8917000000,-77.7642000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962482046,,,Specific conductance,,538.00,umho/cm,,Final,,Actual,,,,,,,,,,,,,,,,,,,,00095,21PA_WQX,Specific Conductivity,,,,2022-01-12,,,,,,,2023-01-04T14:33:57,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2489215,Sample-Routine,Water,,2022-04-14,12:00:00,EST,,,EST,,,,,,,,,WQN,PA Surface Water Quality Monitoring Network,,21PA_WQX-WQN0415,SPRING CREEK,,,,,40.8900000000,-77.7942000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962352794,,,Specific conductance,,595.00,umho/cm,,Final,,Actual,,,,,,,,,,,,,,,,,,,,00095,21PA_WQX,Specific Conductivity,,,,2022-04-14,,,,,,,2023-01-04T14:06:59,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2468540,Sample-Routine,Water,,2022-01-12,14:53:00,EST,,,EST,,,,,,,,,SPRINGCREEK,Spring Creek Evaluation and Assessment Project 2021,,21PA_WQX-SC3,SC3 Spring Creek between fish hatcheries,,,,,40.8608000000,-77.8064000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962359217,,as N,Nitrogen,Dissolved,6.067,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,00602A,21PA_WQX,Nitrogen,,,,2022-01-12,,,,,,,2023-01-04T14:07:49,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2468538,Sample-Routine,Water,,2022-01-12,12:56:00,EST,,,EST,,,,,,,,,SPRINGCREEK,Spring Creek Evaluation and Assessment Project 2021,,21PA_WQX-SC1,SC1 - Spring Creek Houserville USGS gage upstream UAJA,,,,,40.8339000000,-77.8272000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962357570,Present Below Quantification Limit,,Zinc,Dissolved,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,01090A,21PA_WQX,Zinc,,,,2022-01-12,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21PA_WQX/activities/21PA_WQX-2468538/results/962357570/resdetectqntlmts,Lower Reporting Limit,30.0,ug/L,,2023-01-04T14:07:35,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2468540,Sample-Routine,Water,,2022-01-12,14:53:00,EST,,,EST,,,,,,,,,SPRINGCREEK,Spring Creek Evaluation and Assessment Project 2021,,21PA_WQX-SC3,SC3 Spring Creek between fish hatcheries,,,,,40.8608000000,-77.8064000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962359200,,,Total dissolved solids,,402,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,70300U,21PA_WQX,Dissolved Solids,,,,2022-01-12,,,,,,,2023-01-04T14:07:49,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2491906,Sample-Routine,Water,,2022-05-17,11:30:00,EST,,,EST,,,,,,,,,SPRINGCREEK,Spring Creek Evaluation and Assessment Project 2021,,21PA_WQX-SC2,SC2 Spring Creek upstream of first fish hatchery,,,,,40.8497000000,-77.8239000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962336571,Present Below Quantification Limit,as P,Orthophosphate,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,70507A,21PA_WQX,Phosphorous,,,,2022-05-17,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21PA_WQX/activities/21PA_WQX-2491906/results/962336571/resdetectqntlmts,Lower Reporting Limit,0.01,mg/L,,2023-01-04T14:04:36,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2506407,Sample-Routine,Water,,2022-08-08,12:30:00,EST,,,EST,,,,,,,,,WQN,PA Surface Water Quality Monitoring Network,,21PA_WQX-WQN0415,SPRING CREEK,,,,,40.8900000000,-77.7942000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962341575,,,Aluminum,Total,36.800,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,01105H,21PA_WQX,Aluminum,,,,2022-08-08,,,,,,,2023-01-04T14:05:32,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2508630,Sample-Routine,Water,,2022-08-18,10:14:00,EST,,,EST,,,,,,,,,SPRINGCREEK,Spring Creek Evaluation and Assessment Project 2021,,21PA_WQX-SC4,SC4 Spring Creek USGS gage downstream of fish hatchery,,,,,40.8894000000,-77.7939000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962381395,,as N,Nitrate + Nitrite,Total,3.54,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,00630A,21PA_WQX,NOX,,,,2022-08-18,,,,,,,2023-01-04T14:11:25,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2508402,Sample-Routine,Water,,2022-08-17,12:09:00,EST,,,EST,,,,,,,,,SPRINGCREEK,Spring Creek Evaluation and Assessment Project 2021,,21PA_WQX-SC3,SC3 Spring Creek between fish hatcheries,,,,,40.8608000000,-77.8064000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962454943,,,Specific conductance,,706.00,umho/cm,,Final,,Actual,,,,,,,,,,,,,,,,,,,,00095,21PA_WQX,Specific Conductivity,,,,2022-08-17,,,,,,,2023-01-04T14:24:16,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2483753,Sample-Routine,Water,,2022-04-13,12:07:00,EST,,,EST,,,,,,,,,SPRINGCREEK,Spring Creek Evaluation and Assessment Project 2021,,21PA_WQX-SC2,SC2 Spring Creek upstream of first fish hatchery,,,,,40.8497000000,-77.8239000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962488943,,as N,Ammonia,Dissolved,0.0390,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,00608A,21PA_WQX,Ammonia,,,,2022-04-13,,,,,,,2023-01-04T14:37:18,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2514072,Sample-Routine,Water,,2022-09-20,08:06:00,EST,,,EST,,,,,,,,,SPRINGCREEK,Spring Creek Evaluation and Assessment Project 2021,,21PA_WQX-LB1,LB1 Logan Branch downstream of hatchery,,,,,40.8917000000,-77.7642000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962319597,,as P,Phosphorus,Total,0.027,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,00665A,21PA_WQX,Phosphorous,,,,2022-09-20,,,,,,,2023-01-04T14:01:36,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2476176,Sample-Routine,Water,,2022-03-21,11:32:00,EST,,,EST,,,,,,,,,SPRINGCREEK,Spring Creek Evaluation and Assessment Project 2021,,21PA_WQX-SC1,SC1 - Spring Creek Houserville USGS gage upstream UAJA,,,,,40.8339000000,-77.8272000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962457523,Present Below Quantification Limit,,Nickel,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,01067A,21PA_WQX,Nickel,,,,2022-03-21,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21PA_WQX/activities/21PA_WQX-2476176/results/962457523/resdetectqntlmts,Lower Reporting Limit,50.0,ug/L,,2023-01-04T14:24:52,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2496958,Sample-Routine,Water,,2022-06-13,08:27:00,EST,,,EST,,,,,,,,,SPRINGCREEK,Spring Creek Evaluation and Assessment Project 2021,,21PA_WQX-LB1,LB1 Logan Branch downstream of hatchery,,,,,40.8917000000,-77.7642000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962405369,Present Below Quantification Limit,,Manganese,Dissolved,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,01056A,21PA_WQX,Manganese,,,,2022-06-13,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21PA_WQX/activities/21PA_WQX-2496958/results/962405369/resdetectqntlmts,Lower Reporting Limit,10.0,ug/L,,2023-01-04T14:14:50,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2496961,Sample-Routine,Water,,2022-06-13,11:06:00,EST,,,EST,,,,,,,,,SPRINGCREEK,Spring Creek Evaluation and Assessment Project 2021,,21PA_WQX-SC2,SC2 Spring Creek upstream of first fish hatchery,,,,,40.8497000000,-77.8239000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962485299,,,Osmotic pressure,,9,mosm/kg,,Final,,Actual,,,,,,,,,,,,,,,,,,,,82550,21PA_WQX,Osmotic Pressure,,,,2022-06-13,,,,,,,2023-01-04T14:35:33,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2471380,Quality Control Sample-Field Blank,Water,,2022-02-08,10:00:00,EST,,,EST,,,,,,,,,SPRINGCREEK,Spring Creek Evaluation and Assessment Project 2021,,21PA_WQX-SC4,SC4 Spring Creek USGS gage downstream of fish hatchery,,,,,40.8894000000,-77.7939000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962334972,,,pH,,6.2,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,00403,21PA_WQX,Ph,,,,2022-02-08,,,,,,,2023-01-04T14:04:19,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2489215,Sample-Routine,Water,,2022-04-14,12:00:00,EST,,,EST,,,,,,,,,WQN,PA Surface Water Quality Monitoring Network,,21PA_WQX-WQN0415,SPRING CREEK,,,,,40.8900000000,-77.7942000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962352813,,as N,Nitrogen,Total,2.97,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,00600A,21PA_WQX,Nitrogen,,,,2022-04-14,,,,,,,2023-01-04T14:07:00,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2514073,Quality Control Sample-Field Replicate,Water,,2022-09-20,08:10:00,EST,,,EST,,,,,,,,,SPRINGCREEK,Spring Creek Evaluation and Assessment Project 2021,,21PA_WQX-LB1,LB1 Logan Branch downstream of hatchery,,,,,40.8917000000,-77.7642000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962365226,Present Below Quantification Limit,,Lithium,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,01132A,21PA_WQX,Lithium,,,,2022-09-20,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21PA_WQX/activities/21PA_WQX-2514073/results/962365226/resdetectqntlmts,Lower Reporting Limit,25.0,ug/L,,2023-01-04T14:08:56,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2514076,Sample-Routine,Water,,2022-09-20,12:50:00,EST,,,EST,,,,,,,,,SPRINGCREEK,Spring Creek Evaluation and Assessment Project 2021,,21PA_WQX-SC1,SC1 - Spring Creek Houserville USGS gage upstream UAJA,,,,,40.8339000000,-77.8272000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962390370,,,Bromide,,28.36,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,99020,21PA_WQX,Bromide,,,,2022-09-20,,,,,,,2023-01-04T14:12:40,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2468535,Sample-Routine,Water,,2022-01-12,10:40:00,EST,,,EST,,,,,,,,,SPRINGCREEK,Spring Creek Evaluation and Assessment Project 2021,,21PA_WQX-LB1,LB1 Logan Branch downstream of hatchery,,,,,40.8917000000,-77.7642000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962448178,,as P,Orthophosphate,Dissolved,0.029,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,00671A,21PA_WQX,Phosphorous,,,,2022-01-12,,,,,,,2023-01-04T14:22:48,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2491905,Sample-Routine,Water,,2022-05-17,10:45:00,EST,,,EST,,,,,,,,,SPRINGCREEK,Spring Creek Evaluation and Assessment Project 2021,,21PA_WQX-SC1,SC1 - Spring Creek Houserville USGS gage upstream UAJA,,,,,40.8339000000,-77.8272000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962446765,,,Manganese,Total,13.00,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,01055A,21PA_WQX,Manganese,,,,2022-05-17,,,,,,,2023-01-04T14:22:33,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2514076,Sample-Routine,Water,,2022-09-20,12:50:00,EST,,,EST,,,,,,,,,SPRINGCREEK,Spring Creek Evaluation and Assessment Project 2021,,21PA_WQX-SC1,SC1 - Spring Creek Houserville USGS gage upstream UAJA,,,,,40.8339000000,-77.8272000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962390388,Present Below Quantification Limit,,Lead,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,01051H,21PA_WQX,Lead,,,,2022-09-20,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21PA_WQX/activities/21PA_WQX-2514076/results/962390388/resdetectqntlmts,Lower Reporting Limit,1.00,ug/L,,2023-01-04T14:12:40,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2515267,Sample-Routine,Water,,2022-09-27,08:38:00,EST,,,EST,,,,,,,,,SPRINGCREEK,Spring Creek Evaluation and Assessment Project 2021,,21PA_WQX-SCM,Slab Cabin Run Mouth discrete location,,,,,40.8169000000,-77.8342000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962404750,,,Organic carbon,Total,1.32,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,00680,21PA_WQX,C,,,,2022-09-27,,,,,,,2023-01-04T14:14:43,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2515273,Sample-Routine,Water,,2022-09-27,10:35:00,EST,,,EST,,,,,,,,,SPRINGCREEK,Spring Creek Evaluation and Assessment Project 2021,,21PA_WQX-BRM,Buffalo Creek Mouth discrete location,,,,,40.9167000000,-77.7861000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962404848,,,Potassium,Dissolved,2.170,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,00935A,21PA_WQX,Potassium,,,,2022-09-27,,,,,,,2023-01-04T14:14:44,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2497341,Quality Control Sample-Field Replicate,Water,,2022-06-14,09:30:00,EST,,,EST,,,,,,,,,SPRINGCREEK,Spring Creek Evaluation and Assessment Project 2021,,21PA_WQX-SC4,SC4 Spring Creek USGS gage downstream of fish hatchery,,,,,40.8894000000,-77.7939000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962430497,,,Aluminum,Total,92.300,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,01105H,21PA_WQX,Aluminum,,,,2022-06-14,,,,,,,2023-01-04T14:19:13,STORET
